x [ft],Axial [lbf],Shear [lbf],Moment [lbf.ft],Deflection [m]
0.195,0,-19.467,-1.895,-0.0
0.195,0,-19.497,-1.901,-0.0
0.195,0,-19.527,-1.906,-0.0
0.196,0,-19.556,-1.912,-0.0
0.196,0,-19.586,-1.918,-0.0
0.196,0,-19.616,-1.924,-0.0
0.196,0,-19.645,-1.93,-0.0
0.197,0,-19.675,-1.935,-0.0
0.197,0,-19.704,-1.941,-0.0
0.197,0,-19.734,-1.947,-0.0
0.198,0,-19.764,-1.953,-0.0
0.198,0,-19.793,-1.959,-0.0
0.198,0,-19.823,-1.965,-0.0
0.199,0,-19.853,-1.971,-0.0
0.199,0,-19.882,-1.977,-0.0
0.199,0,-19.912,-1.982,-0.0
0.199,0,-19.941,-1.988,-0.0
0.2,0,-19.971,-1.994,-0.0
0.2,0,-20.001,-2.0,-0.0
0.2,0,-20.03,-2.006,-0.0
0.201,0,-20.06,-2.012,-0.0
0.201,0,-20.09,-2.018,-0.0
0.201,0,-20.119,-2.024,-0.0
0.201,0,-20.149,-2.03,-0.0
0.202,0,-20.179,-2.036,-0.0
0.202,0,-20.208,-2.042,-0.0
0.202,0,-20.238,-2.048,-0.0
0.203,0,-20.267,-2.054,-0.0
0.203,0,-20.297,-2.06,-0.0
0.203,0,-20.327,-2.066,-0.0
0.204,0,-20.356,-2.072,-0.0
0.204,0,-20.386,-2.078,-0.0
0.204,0,-20.416,-2.084,-0.0
0.204,0,-20.445,-2.09,-0.0
0.205,0,-20.475,-2.096,-0.0
0.205,0,-20.504,-2.102,-0.0
0.205,0,-20.534,-2.108,-0.0
0.206,0,-20.564,-2.114,-0.0
0.206,0,-20.593,-2.12,-0.0
0.206,0,-20.623,-2.127,-0.0
0.207,0,-20.653,-2.133,-0.0
0.207,0,-20.682,-2.139,-0.0
0.207,0,-20.712,-2.145,-0.0
0.207,0,-20.742,-2.151,-0.0
0.208,0,-20.771,-2.157,-0.0
0.208,0,-20.801,-2.163,-0.0
0.208,0,-20.83,-2.17,-0.0
0.209,0,-20.86,-2.176,-0.0
0.209,0,-20.89,-2.182,-0.0
0.209,0,-20.919,-2.188,-0.0
0.209,0,-20.949,-2.194,-0.0
0.21,0,-20.979,-2.2,-0.0
0.21,0,-21.008,-2.207,-0.0
0.21,0,-21.038,-2.213,-0.0
0.211,0,-21.067,-2.219,-0.0
0.211,0,-21.097,-2.225,-0.0
0.211,0,-21.127,-2.232,-0.0
0.212,0,-21.156,-2.238,-0.0
0.212,0,-21.186,-2.244,-0.0
0.212,0,-21.216,-2.251,-0.0
0.212,0,-21.245,-2.257,-0.0
0.213,0,-21.275,-2.263,-0.0
0.213,0,-21.304,-2.269,-0.0
0.213,0,-21.334,-2.276,-0.0
0.214,0,-21.364,-2.282,-0.0
0.214,0,-21.393,-2.288,-0.0
0.214,0,-21.423,-2.295,-0.0
0.215,0,-21.453,-2.301,-0.0
0.215,0,-21.482,-2.307,-0.0
0.215,0,-21.512,-2.314,-0.0
0.215,0,-21.542,-2.32,-0.0
0.216,0,-21.571,-2.327,-0.0
0.216,0,-21.601,-2.333,-0.0
0.216,0,-21.63,-2.339,-0.0
0.217,0,-21.66,-2.346,-0.0
0.217,0,-21.69,-2.352,-0.0
0.217,0,-21.719,-2.359,-0.0
0.217,0,-21.749,-2.365,-0.0
0.218,0,-21.779,-2.372,-0.0
0.218,0,-21.808,-2.378,-0.0
0.218,0,-21.838,-2.384,-0.0
0.219,0,-21.867,-2.391,-0.0
0.219,0,-21.897,-2.397,-0.0
0.219,0,-21.927,-2.404,-0.0
0.22,0,-21.956,-2.41,-0.0
0.22,0,-21.986,-2.417,-0.0
0.22,0,-22.016,-2.423,-0.0
0.22,0,-22.045,-2.43,-0.0
0.221,0,-22.075,-2.437,-0.0
0.221,0,-22.105,-2.443,-0.0
0.221,0,-22.134,-2.45,-0.0
0.222,0,-22.164,-2.456,-0.0
0.222,0,-22.193,-2.463,-0.0
0.222,0,-22.223,-2.469,-0.0
0.223,0,-22.253,-2.476,-0.0
0.223,0,-22.282,-2.483,-0.0
0.223,0,-22.312,-2.489,-0.0
0.223,0,-22.342,-2.496,-0.0
0.224,0,-22.371,-2.502,-0.0
0.224,0,-22.401,-2.509,-0.0
0.224,0,-22.43,-2.516,-0.0
0.225,0,-22.46,-2.522,-0.0
0.225,0,-22.49,-2.529,-0.0
0.225,0,-22.519,-2.536,-0.0
0.225,0,-22.549,-2.542,-0.0
0.226,0,-22.579,-2.549,-0.0
0.226,0,-22.608,-2.556,-0.0
0.226,0,-22.638,-2.562,-0.0
0.227,0,-22.668,-2.569,-0.0
0.227,0,-22.697,-2.576,-0.0
0.227,0,-22.727,-2.583,-0.0
0.228,0,-22.756,-2.589,-0.0
0.228,0,-22.786,-2.596,-0.0
0.228,0,-22.816,-2.603,-0.0
0.228,0,-22.845,-2.61,-0.0
0.229,0,-22.875,-2.616,-0.0
0.229,0,-22.905,-2.623,-0.0
0.229,0,-22.934,-2.63,-0.0
0.23,0,-22.964,-2.637,-0.0
0.23,0,-22.993,-2.643,-0.0
0.23,0,-23.023,-2.65,-0.0
0.231,0,-23.053,-2.657,-0.0
0.231,0,-23.082,-2.664,-0.0
0.231,0,-23.112,-2.671,-0.0
0.231,0,-23.142,-2.678,-0.0
0.232,0,-23.171,-2.685,-0.0
0.232,0,-23.201,-2.691,-0.0
0.232,0,-23.23,-2.698,-0.0
0.233,0,-23.26,-2.705,-0.0
0.233,0,-23.29,-2.712,-0.0
0.233,0,-23.319,-2.719,-0.0
0.233,0,-23.349,-2.726,-0.0
0.234,0,-23.379,-2.733,-0.0
0.234,0,-23.408,-2.74,-0.0
0.234,0,-23.438,-2.747,-0.0
0.235,0,-23.468,-2.754,-0.0
0.235,0,-23.497,-2.761,-0.0
0.235,0,-23.527,-2.768,-0.0
0.236,0,-23.556,-2.775,-0.0
0.236,0,-23.586,-2.782,-0.0
0.236,0,-23.616,-2.789,-0.0
0.236,0,-23.645,-2.796,-0.0
0.237,0,-23.675,-2.803,-0.0
0.237,0,-23.705,-2.81,-0.0
0.237,0,-23.734,-2.817,-0.0
0.238,0,-23.764,-2.824,-0.0
0.238,0,-23.793,-2.831,-0.0
0.238,0,-23.823,-2.838,-0.0
0.239,0,-23.853,-2.845,-0.0
0.239,0,-23.882,-2.852,-0.0
0.239,0,-23.912,-2.859,-0.0
0.239,0,-23.942,-2.866,-0.0
0.24,0,-23.971,-2.873,-0.0
0.24,0,-24.001,-2.88,-0.0
0.24,0,-24.031,-2.887,-0.0
0.241,0,-24.06,-2.894,-0.0
0.241,0,-24.09,-2.902,-0.0
0.241,0,-24.119,-2.909,-0.0
0.241,0,-24.149,-2.916,-0.0
0.242,0,-24.179,-2.923,-0.0
0.242,0,-24.208,-2.93,-0.0
0.242,0,-24.238,-2.937,-0.0
0.243,0,-24.268,-2.945,-0.0
0.243,0,-24.297,-2.952,-0.0
0.243,0,-24.327,-2.959,-0.0
0.244,0,-24.356,-2.966,-0.0
0.244,0,-24.386,-2.973,-0.0
0.244,0,-24.416,-2.981,-0.0
0.244,0,-24.445,-2.988,-0.0
0.245,0,-24.475,-2.995,-0.0
0.245,0,-24.505,-3.002,-0.0
0.245,0,-24.534,-3.01,-0.0
0.246,0,-24.564,-3.017,-0.0
0.246,0,-24.594,-3.024,-0.0
0.246,0,-24.623,-3.031,-0.0
0.247,0,-24.653,-3.039,-0.0
0.247,0,-24.682,-3.046,-0.0
0.247,0,-24.712,-3.053,-0.0
0.247,0,-24.742,-3.061,-0.0
0.248,0,-24.771,-3.068,-0.0
0.248,0,-24.801,-3.075,-0.0
0.248,0,-24.831,-3.083,-0.0
0.249,0,-24.86,-3.09,-0.0
0.249,0,-24.89,-3.098,-0.0
0.249,0,-24.919,-3.105,-0.0
0.249,0,-24.949,-3.112,-0.0
0.25,0,-24.979,-3.12,-0.0
0.25,0,-25.008,-3.127,-0.0
0.25,0,-25.038,-3.134,-0.0
0.251,0,-25.068,-3.142,-0.0
0.251,0,-25.097,-3.149,-0.0
0.251,0,-25.127,-3.157,-0.0
0.252,0,-25.156,-3.164,-0.0
0.252,0,-25.186,-3.172,-0.0
0.252,0,-25.216,-3.179,-0.0
0.252,0,-25.245,-3.187,-0.0
0.253,0,-25.275,-3.194,-0.0
0.253,0,-25.305,-3.202,-0.0
0.253,0,-25.334,-3.209,-0.0
0.254,0,-25.364,-3.217,-0.0
0.254,0,-25.394,-3.224,-0.0
0.254,0,-25.423,-3.232,-0.0
0.255,0,-25.453,-3.239,-0.0
0.255,0,-25.482,-3.247,-0.0
0.255,0,-25.512,-3.254,-0.0
0.255,0,-25.542,-3.262,-0.0
0.256,0,-25.571,-3.269,-0.0
0.256,0,-25.601,-3.277,-0.0
0.256,0,-25.631,-3.285,-0.0
0.257,0,-25.66,-3.292,-0.0
0.257,0,-25.69,-3.3,-0.0
0.257,0,-25.719,-3.307,-0.0
0.257,0,-25.749,-3.315,-0.0
0.258,0,-25.779,-3.323,-0.0
0.258,0,-25.808,-3.33,-0.0
0.258,0,-25.838,-3.338,-0.0
0.259,0,-25.868,-3.346,-0.0
0.259,0,-25.897,-3.353,-0.0
0.259,0,-25.927,-3.361,-0.0
0.26,0,-25.957,-3.369,-0.0
0.26,0,-25.986,-3.376,-0.0
0.26,0,-26.016,-3.384,-0.0
0.26,0,-26.045,-3.392,-0.0
0.261,0,-26.075,-3.4,-0.0
0.261,0,-26.105,-3.407,-0.0
0.261,0,-26.134,-3.415,-0.0
0.262,0,-26.164,-3.423,-0.0
0.262,0,-26.194,-3.431,-0.0
0.262,0,-26.223,-3.438,-0.0
0.263,0,-26.253,-3.446,-0.0
0.263,0,-26.282,-3.454,-0.0
0.263,0,-26.312,-3.462,-0.0
0.263,0,-26.342,-3.469,-0.0
0.264,0,-26.371,-3.477,-0.0
0.264,0,-26.401,-3.485,-0.0
0.264,0,-26.431,-3.493,-0.0
0.265,0,-26.46,-3.501,-0.0
0.265,0,-26.49,-3.509,-0.0
0.265,0,-26.52,-3.516,-0.0
0.265,0,-26.549,-3.524,-0.0
0.266,0,-26.579,-3.532,-0.0
0.266,0,-26.608,-3.54,-0.0
0.266,0,-26.638,-3.548,-0.0
0.267,0,-26.668,-3.556,-0.0
0.267,0,-26.697,-3.564,-0.0
0.267,0,-26.727,-3.572,-0.0
0.268,0,-26.757,-3.58,-0.0
0.268,0,-26.786,-3.587,-0.0
0.268,0,-26.816,-3.595,-0.0
0.268,0,-26.845,-3.603,-0.0
0.269,0,-26.875,-3.611,-0.0
0.269,0,-26.905,-3.619,-0.0
0.269,0,-26.934,-3.627,-0.0
0.27,0,-26.964,-3.635,-0.0
0.27,0,-26.994,-3.643,-0.0
0.27,0,-27.023,-3.651,-0.0
0.271,0,-27.053,-3.659,-0.0
0.271,0,-27.082,-3.667,-0.0
0.271,0,-27.112,-3.675,-0.0
0.271,0,-27.142,-3.683,-0.0
0.272,0,-27.171,-3.691,-0.0
0.272,0,-27.201,-3.699,-0.0
0.272,0,-27.231,-3.708,-0.0
0.273,0,-27.26,-3.716,-0.0
0.273,0,-27.29,-3.724,-0.0
0.273,0,-27.32,-3.732,-0.0
0.273,0,-27.349,-3.74,-0.0
0.274,0,-27.379,-3.748,-0.0
0.274,0,-27.408,-3.756,-0.0
0.274,0,-27.438,-3.764,-0.0
0.275,0,-27.468,-3.772,-0.0
0.275,0,-27.497,-3.781,-0.0
0.275,0,-27.527,-3.789,-0.0
0.276,0,-27.557,-3.797,-0.0
0.276,0,-27.586,-3.805,-0.0
0.276,0,-27.616,-3.813,-0.0
0.276,0,-27.645,-3.821,-0.0
0.277,0,-27.675,-3.83,-0.0
0.277,0,-27.705,-3.838,-0.0
0.277,0,-27.734,-3.846,-0.0
0.278,0,-27.764,-3.854,-0.0
0.278,0,-27.794,-3.862,-0.0
0.278,0,-27.823,-3.871,-0.0
0.279,0,-27.853,-3.879,-0.0
0.279,0,-27.883,-3.887,-0.0
0.279,0,-27.912,-3.895,-0.0
0.279,0,-27.942,-3.904,-0.0
0.28,0,-27.971,-3.912,-0.0
0.28,0,-28.001,-3.92,-0.0
0.28,0,-28.031,-3.929,-0.0
0.281,0,-28.06,-3.937,-0.0
0.281,0,-28.09,-3.945,-0.0
0.281,0,-28.12,-3.954,-0.0
0.281,0,-28.149,-3.962,-0.0
0.282,0,-28.179,-3.97,-0.0
0.282,0,-28.208,-3.979,-0.0
0.282,0,-28.238,-3.987,-0.0
0.283,0,-28.268,-3.995,-0.0
0.283,0,-28.297,-4.004,-0.0
0.283,0,-28.327,-4.012,-0.0
0.284,0,-28.357,-4.02,-0.0
0.284,0,-28.386,-4.029,-0.0
0.284,0,-28.416,-4.037,-0.0
0.284,0,-28.445,-4.046,-0.0
0.285,0,-28.475,-4.054,-0.0
0.285,0,-28.505,-4.063,-0.0
0.285,0,-28.534,-4.071,-0.0
0.286,0,-28.564,-4.08,-0.0
0.286,0,-28.594,-4.088,-0.0
0.286,0,-28.623,-4.096,-0.0
0.287,0,-28.653,-4.105,-0.0
0.287,0,-28.683,-4.113,-0.0
0.287,0,-28.712,-4.122,-0.0
0.287,0,-28.742,-4.13,-0.0
0.288,0,-28.771,-4.139,-0.0
0.288,0,-28.801,-4.148,-0.0
0.288,0,-28.831,-4.156,-0.0
0.289,0,-28.86,-4.165,-0.0
0.289,0,-28.89,-4.173,-0.0
0.289,0,-28.92,-4.182,-0.0
0.289,0,-28.949,-4.19,-0.0
0.29,0,-28.979,-4.199,-0.0
0.29,0,-29.008,-4.207,-0.0
0.29,0,-29.038,-4.216,-0.0
0.291,0,-29.068,-4.225,-0.0
0.291,0,-29.097,-4.233,-0.0
0.291,0,-29.127,-4.242,-0.0
0.292,0,-29.157,-4.251,-0.0
0.292,0,-29.186,-4.259,-0.0
0.292,0,-29.216,-4.268,-0.0
0.292,0,-29.246,-4.277,-0.0
0.293,0,-29.275,-4.285,-0.0
0.293,0,-29.305,-4.294,-0.0
0.293,0,-29.334,-4.303,-0.0
0.294,0,-29.364,-4.311,-0.0
0.294,0,-29.394,-4.32,-0.0
0.294,0,-29.423,-4.329,-0.0
0.295,0,-29.453,-4.337,-0.0
0.295,0,-29.483,-4.346,-0.0
0.295,0,-29.512,-4.355,-0.0
0.295,0,-29.542,-4.364,-0.0
0.296,0,-29.571,-4.372,-0.0
0.296,0,-29.601,-4.381,-0.0
0.296,0,-29.631,-4.39,-0.0
0.297,0,-29.66,-4.399,-0.0
0.297,0,-29.69,-4.407,-0.0
0.297,0,-29.72,-4.416,-0.0
0.297,0,-29.749,-4.425,-0.0
0.298,0,-29.779,-4.434,-0.0
0.298,0,-29.809,-4.443,-0.0
0.298,0,-29.838,-4.452,-0.0
0.299,0,-29.868,-4.46,-0.0
0.299,0,-29.897,-4.469,-0.0
0.299,0,-29.927,-4.478,-0.0
0.3,0,-29.957,-4.487,-0.0
0.3,0,-29.986,-4.496,-0.0
0.3,0,-30.016,-4.505,-0.0
0.3,0,-30.046,-4.514,-0.0
0.301,0,-30.075,-4.523,-0.0
0.301,0,-30.105,-4.532,-0.0
0.301,0,-30.134,-4.54,-0.0
0.302,0,-30.164,-4.549,-0.0
0.302,0,-30.194,-4.558,-0.0
0.302,0,-30.223,-4.567,-0.0
0.303,0,-30.253,-4.576,-0.0
0.303,0,-30.283,-4.585,-0.0
0.303,0,-30.312,-4.594,-0.0
0.303,0,-30.342,-4.603,-0.0
0.304,0,-30.371,-4.612,-0.0
0.304,0,-30.401,-4.621,-0.0
0.304,0,-30.431,-4.63,-0.0
0.305,0,-30.46,-4.639,-0.0
0.305,0,-30.49,-4.648,-0.0
0.305,0,-30.52,-4.657,-0.0
0.305,0,-30.549,-4.666,-0.0
0.306,0,-30.579,-4.675,-0.0
0.306,0,-30.609,-4.684,-0.0
0.306,0,-30.638,-4.693,-0.0
0.307,0,-30.668,-4.703,-0.0
0.307,0,-30.697,-4.712,-0.0
0.307,0,-30.727,-4.721,-0.0
0.308,0,-30.757,-4.73,-0.0
0.308,0,-30.786,-4.739,-0.0
0.308,0,-30.816,-4.748,-0.0
0.308,0,-30.846,-4.757,-0.0
0.309,0,-30.875,-4.766,-0.0
0.309,0,-30.905,-4.776,-0.0
0.309,0,-30.934,-4.785,-0.0
0.31,0,-30.964,-4.794,-0.0
0.31,0,-30.994,-4.803,-0.0
0.31,0,-31.023,-4.812,-0.0
0.311,0,-31.053,-4.821,-0.0
0.311,0,-31.083,-4.831,-0.0
0.311,0,-31.112,-4.84,-0.0
0.311,0,-31.142,-4.849,-0.0
0.312,0,-31.172,-4.858,-0.0
0.312,0,-31.201,-4.868,-0.0
0.312,0,-31.231,-4.877,-0.0
0.313,0,-31.26,-4.886,-0.0
0.313,0,-31.29,-4.895,-0.0
0.313,0,-31.32,-4.905,-0.0
0.313,0,-31.349,-4.914,-0.0
0.314,0,-31.379,-4.923,-0.0
0.314,0,-31.409,-4.932,-0.0
0.314,0,-31.438,-4.942,-0.0
0.315,0,-31.468,-4.951,-0.0
0.315,0,-31.497,-4.96,-0.0
0.315,0,-31.527,-4.97,-0.0
0.316,0,-31.557,-4.979,-0.0
0.316,0,-31.586,-4.988,-0.0
0.316,0,-31.616,-4.998,-0.0
0.316,0,-31.646,-5.007,-0.0
0.317,0,-31.675,-5.017,-0.0
0.317,0,-31.705,-5.026,-0.0
0.317,0,-31.735,-5.035,-0.0
0.318,0,-31.764,-5.045,-0.0
0.318,0,-31.794,-5.054,-0.0
0.318,0,-31.823,-5.064,-0.0
0.319,0,-31.853,-5.073,-0.0
0.319,0,-31.883,-5.083,-0.0
0.319,0,-31.912,-5.092,-0.0
0.319,0,-31.942,-5.101,-0.0
0.32,0,-31.972,-5.111,-0.0
0.32,0,-32.001,-5.12,-0.0
0.32,0,-32.031,-5.13,-0.0
0.321,0,-32.06,-5.139,-0.0
0.321,0,-32.09,-5.149,-0.0
0.321,0,-32.12,-5.158,-0.0
0.321,0,-32.149,-5.168,-0.0
0.322,0,-32.179,-5.177,-0.0
0.322,0,-32.209,-5.187,-0.0
0.322,0,-32.238,-5.197,-0.0
0.323,0,-32.268,-5.206,-0.0
0.323,0,-32.297,-5.216,-0.0
0.323,0,-32.327,-5.225,-0.0
0.324,0,-32.357,-5.235,-0.0
0.324,0,-32.386,-5.244,-0.0
0.324,0,-32.416,-5.254,-0.0
0.324,0,-32.446,-5.264,-0.0
0.325,0,-32.475,-5.273,-0.0
0.325,0,-32.505,-5.283,-0.0
0.325,0,-32.535,-5.292,-0.0
0.326,0,-32.564,-5.302,-0.0
0.326,0,-32.594,-5.312,-0.0
0.326,0,-32.623,-5.321,-0.0
0.327,0,-32.653,-5.331,-0.0
0.327,0,-32.683,-5.341,-0.0
0.327,0,-32.712,-5.35,-0.0
0.327,0,-32.742,-5.36,-0.0
0.328,0,-32.772,-5.37,-0.0
0.328,0,-32.801,-5.38,-0.0
0.328,0,-32.831,-5.389,-0.0
0.329,0,-32.86,-5.399,-0.0
0.329,0,-32.89,-5.409,-0.0
0.329,0,-32.92,-5.419,-0.0
0.329,0,-32.949,-5.428,-0.0
0.33,0,-32.979,-5.438,-0.0
0.33,0,-33.009,-5.448,-0.0
0.33,0,-33.038,-5.458,-0.0
0.331,0,-33.068,-5.467,-0.0
0.331,0,-33.098,-5.477,-0.0
0.331,0,-33.127,-5.487,-0.0
0.332,0,-33.157,-5.497,-0.0
0.332,0,-33.186,-5.507,-0.0
0.332,0,-33.216,-5.517,-0.0
0.332,0,-33.246,-5.526,-0.0
0.333,0,-33.275,-5.536,-0.0
0.333,0,-33.305,-5.546,-0.0
0.333,0,-33.335,-5.556,-0.0
0.334,0,-33.364,-5.566,-0.0
0.334,0,-33.394,-5.576,-0.0
0.334,0,-33.423,-5.586,-0.0
0.335,0,-33.453,-5.596,-0.0
0.335,0,-33.483,-5.605,-0.0
0.335,0,-33.512,-5.615,-0.0
0.335,0,-33.542,-5.625,-0.0
0.336,0,-33.572,-5.635,-0.0
0.336,0,-33.601,-5.645,-0.0
0.336,0,-33.631,-5.655,-0.0
0.337,0,-33.661,-5.665,-0.0
0.337,0,-33.69,-5.675,-0.0
0.337,0,-33.72,-5.685,-0.0
0.337,0,-33.749,-5.695,-0.0
0.338,0,-33.779,-5.705,-0.0
0.338,0,-33.809,-5.715,-0.0
0.338,0,-33.838,-5.725,-0.0
0.339,0,-33.868,-5.735,-0.0
0.339,0,-33.898,-5.745,-0.0
0.339,0,-33.927,-5.755,-0.0
0.34,0,-33.957,-5.765,-0.0
0.34,0,-33.986,-5.775,-0.0
0.34,0,-34.016,-5.785,-0.0
0.34,0,-34.046,-5.796,-0.0
0.341,0,-34.075,-5.806,-0.0
0.341,0,-34.105,-5.816,-0.0
0.341,0,-34.135,-5.826,-0.0
0.342,0,-34.164,-5.836,-0.0
0.342,0,-34.194,-5.846,-0.0
0.342,0,-34.223,-5.856,-0.0
0.343,0,-34.253,-5.866,-0.0
0.343,0,-34.283,-5.877,-0.0
0.343,0,-34.312,-5.887,-0.0
0.343,0,-34.342,-5.897,-0.0
0.344,0,-34.372,-5.907,-0.0
0.344,0,-34.401,-5.917,-0.0
0.344,0,-34.431,-5.927,-0.0
0.345,0,-34.461,-5.938,-0.0
0.345,0,-34.49,-5.948,-0.0
0.345,0,-34.52,-5.958,-0.0
0.345,0,-34.549,-5.968,-0.0
0.346,0,-34.579,-5.979,-0.0
0.346,0,-34.609,-5.989,-0.0
0.346,0,-34.638,-5.999,-0.0
0.347,0,-34.668,-6.009,-0.0
0.347,0,-34.698,-6.02,-0.0
0.347,0,-34.727,-6.03,-0.0
0.348,0,-34.757,-6.04,-0.0
0.348,0,-34.786,-6.05,-0.0
0.348,0,-34.816,-6.061,-0.0
0.348,0,-34.846,-6.071,-0.0
0.349,0,-34.875,-6.081,-0.0
0.349,0,-34.905,-6.092,-0.0
0.349,0,-34.935,-6.102,-0.0
0.35,0,-34.964,-6.112,-0.0
0.35,0,-34.994,-6.123,-0.0
0.35,0,-35.024,-6.133,-0.0
0.351,0,-35.053,-6.144,-0.0
0.351,0,-35.083,-6.154,-0.0
0.351,0,-35.112,-6.164,-0.0
0.351,0,-35.142,-6.175,-0.0
0.352,0,-35.172,-6.185,-0.0
0.352,0,-35.201,-6.196,-0.0
0.352,0,-35.231,-6.206,-0.0
0.353,0,-35.261,-6.217,-0.0
0.353,0,-35.29,-6.227,-0.0
0.353,0,-35.32,-6.237,-0.0
0.353,0,-35.349,-6.248,-0.0
0.354,0,-35.379,-6.258,-0.0
0.354,0,-35.409,-6.269,-0.0
0.354,0,-35.438,-6.279,-0.0
0.355,0,-35.468,-6.29,-0.0
0.355,0,-35.498,-6.3,-0.0
0.355,0,-35.527,-6.311,-0.0
0.356,0,-35.557,-6.321,-0.0
0.356,0,-35.587,-6.332,-0.0
0.356,0,-35.616,-6.343,-0.0
0.356,0,-35.646,-6.353,-0.0
0.357,0,-35.675,-6.364,-0.0
0.357,0,-35.705,-6.374,-0.0
0.357,0,-35.735,-6.385,-0.0
0.358,0,-35.764,-6.395,-0.0
0.358,0,-35.794,-6.406,-0.0
0.358,0,-35.824,-6.417,-0.0
0.359,0,-35.853,-6.427,-0.0
0.359,0,-35.883,-6.438,-0.0
0.359,0,-35.912,-6.449,-0.0
0.359,0,-35.942,-6.459,-0.0
0.36,0,-35.972,-6.47,-0.0
0.36,0,-36.001,-6.48,-0.0
0.36,0,-36.031,-6.491,-0.0
0.361,0,-36.061,-6.502,-0.0
0.361,0,-36.09,-6.513,-0.0
0.361,0,-36.12,-6.523,-0.0
0.361,0,-36.149,-6.534,-0.0
0.362,0,-36.179,-6.545,-0.0
0.362,0,-36.209,-6.555,-0.0
0.362,0,-36.238,-6.566,-0.0
0.363,0,-36.268,-6.577,-0.0
0.363,0,-36.298,-6.588,-0.0
0.363,0,-36.327,-6.598,-0.0
0.364,0,-36.357,-6.609,-0.0
0.364,0,-36.387,-6.62,-0.0
0.364,0,-36.416,-6.631,-0.0
0.364,0,-36.446,-6.641,-0.0
0.365,0,-36.475,-6.652,-0.0
0.365,0,-36.505,-6.663,-0.0
0.365,0,-36.535,-6.674,-0.0
0.366,0,-36.564,-6.685,-0.0
0.366,0,-36.594,-6.696,-0.0
0.366,0,-36.624,-6.706,-0.0
0.367,0,-36.653,-6.717,-0.0
0.367,0,-36.683,-6.728,-0.0
0.367,0,-36.712,-6.739,-0.0
0.367,0,-36.742,-6.75,-0.0
0.368,0,-36.772,-6.761,-0.0
0.368,0,-36.801,-6.772,-0.0
0.368,0,-36.831,-6.783,-0.0
0.369,0,-36.861,-6.794,-0.0
0.369,0,-36.89,-6.804,-0.0
0.369,0,-36.92,-6.815,-0.0
0.369,0,-36.95,-6.826,-0.0
0.37,0,-36.979,-6.837,-0.0
0.37,0,-37.009,-6.848,-0.0
0.37,0,-37.038,-6.859,-0.0
0.371,0,-37.068,-6.87,-0.0
0.371,0,-37.098,-6.881,-0.0
0.371,0,-37.127,-6.892,-0.0
0.372,0,-37.157,-6.903,-0.0
0.372,0,-37.187,-6.914,-0.0
0.372,0,-37.216,-6.925,-0.0
0.372,0,-37.246,-6.936,-0.0
0.373,0,-37.275,-6.947,-0.0
0.373,0,-37.305,-6.958,-0.0
0.373,0,-37.335,-6.969,-0.0
0.374,0,-37.364,-6.98,-0.0
0.374,0,-37.394,-6.992,-0.0
0.374,0,-37.424,-7.003,-0.0
0.375,0,-37.453,-7.014,-0.0
0.375,0,-37.483,-7.025,-0.0
0.375,0,-37.513,-7.036,-0.0
0.375,0,-37.542,-7.047,-0.0
0.376,0,-37.572,-7.058,-0.0
0.376,0,-37.601,-7.069,-0.0
0.376,0,-37.631,-7.08,-0.0
0.377,0,-37.661,-7.092,-0.0
0.377,0,-37.69,-7.103,-0.0
0.377,0,-37.72,-7.114,-0.0
0.377,0,-37.75,-7.125,-0.0
0.378,0,-37.779,-7.136,-0.0
0.378,0,-37.809,-7.148,-0.0
0.378,0,-37.838,-7.159,-0.0
0.379,0,-37.868,-7.17,-0.0
0.379,0,-37.898,-7.181,-0.0
0.379,0,-37.927,-7.192,-0.0
0.38,0,-37.957,-7.204,-0.0
0.38,0,-37.987,-7.215,-0.0
0.38,0,-38.016,-7.226,-0.0
0.38,0,-38.046,-7.237,-0.0
0.381,0,-38.075,-7.249,-0.0
0.381,0,-38.105,-7.26,-0.0
0.381,0,-38.135,-7.271,-0.0
0.382,0,-38.164,-7.283,-0.0
0.382,0,-38.194,-7.294,-0.0
0.382,0,-38.224,-7.305,-0.0
0.383,0,-38.253,-7.317,-0.0
0.383,0,-38.283,-7.328,-0.0
0.383,0,-38.313,-7.339,-0.0
0.383,0,-38.342,-7.351,-0.0
0.384,0,-38.372,-7.362,-0.0
0.384,0,-38.401,-7.373,-0.0
0.384,0,-38.431,-7.385,-0.0
0.385,0,-38.461,-7.396,-0.0
0.385,0,-38.49,-7.408,-0.0
0.385,0,-38.52,-7.419,-0.0
0.385,0,-38.55,-7.43,-0.0
0.386,0,-38.579,-7.442,-0.0
0.386,0,-38.609,-7.453,-0.0
0.386,0,-38.638,-7.465,-0.0
0.387,0,-38.668,-7.476,-0.0
0.387,0,-38.698,-7.488,-0.0
0.387,0,-38.727,-7.499,-0.0
0.388,0,-38.757,-7.511,-0.0
0.388,0,-38.787,-7.522,-0.0
0.388,0,-38.816,-7.534,-0.0
0.388,0,-38.846,-7.545,-0.0
0.389,0,-38.876,-7.557,-0.0
0.389,0,-38.905,-7.568,-0.0
0.389,0,-38.935,-7.58,-0.0
0.39,0,-38.964,-7.591,-0.0
0.39,0,-38.994,-7.603,-0.0
0.39,0,-39.024,-7.614,-0.0
0.391,0,-39.053,-7.626,-0.0
0.391,0,-39.083,-7.637,-0.0
0.391,0,-39.113,-7.649,-0.0
